ticket_type,ticket_type_name,ticket_type_desc,inet_ticket_type_name,inet_ticket_type_desc,active,protected,host_ticket_type,host_qual_id,host_qual_name,ticket_type_category,class_id,sort_seq,upd_user,upd_datetime,comp_ind,comp_code,default_host_offer_id,default_host_seat_mask,orig_lbd_ticket_type,fantm_message_code,ms_seq_id
_EJ,,,,,N,N,J-TYPE,47,_DUJ,,,456,tm46,7/2/2007 14:37:43:261,N,,0,_EJ,,,539
_EK,,,,,N,N,J-TYPE,48,_DUK,,,457,tm46,7/2/2007 14:37:43:261,N,,0,_EK,,,540
_EL,,,,,N,N,J-TYPE,49,_DUL,,,458,tm46,7/2/2007 14:37:43:261,N,,0,_EL,,,541
_EM,Employee Friends and Family,Employee Friends and Family,Employee Friends and Family,Employee Friends and Family,Y,N,J-TYPE,50,_DUM,FP,,459,SPUCHTA,4/18/2025 09:36:48:294306,N,,0,_EM,,,542
_EN,,,,,N,N,J-TYPE,51,_DUN,,,460,tm46,7/2/2007 14:37:43:261,N,,0,_EN,,,543
_EO,,,,,N,N,J-TYPE,52,_DUO,,,461,tm46,7/2/2007 14:37:43:261,N,,0,_EO,,,544
_EP,,,,,N,N,J-TYPE,53,_DUP,,,462,tm46,7/2/2007 14:37:43:261,N,,0,_EP,,,545
_EQ,,,,,N,N,J-TYPE,54,_DUQ,,,463,tm46,7/2/2007 14:37:43:261,N,,0,_EQ,,,546
_ER,Early Bird,Early Bird Pricing,Early Bird,Early Bird Pricing,Y,N,J-TYPE,55,_DUR,FP,,464,SPUCHTA,12/2/2024 12:20:32:338221,N,,0,_ER,,,547
_ES,,,,,N,N,J-TYPE,56,_DUS,,,465,tm46,7/2/2007 14:37:43:261,N,,0,_ES,,,548
_ET,,,,,N,N,J-TYPE,57,_DUT,,,466,tm46,7/2/2007 14:37:43:261,N,,0,_ET,,,549
_EU,,,,,N,N,J-TYPE,58,_DUU,,,467,tm46,7/2/2007 14:37:43:261,N,,0,_EU,,,550
_EV,Elevate,Elevate Partner Tickets,Elevate,Elevate Partner Tickets,Y,N,J-TYPE,59,_DUV,FP,,468,ECHALLMA,8/20/2021 14:34:16:861,N,,0,_EV,,,551
_EW,,,,,N,N,J-TYPE,60,_DUW,,,469,tm46,7/2/2007 14:37:43:261,N,,0,_EW,,,552
_EX,,,,,N,N,J-TYPE,61,_DUX,,,470,tm46,7/2/2007 14:37:43:261,N,,0,_EX,,,553
_EY,,,,,N,N,J-TYPE,62,_DUY,,,471,tm46,7/2/2007 14:37:43:261,N,,0,_EY,,,554
_EZ,,,,,N,N,J-TYPE,63,_DUZ,,,472,tm46,7/2/2007 14:37:43:261,N,,0,_EZ,,,555
_F,Family Pack Ticket,Family Pack Ticket,Family Pack Ticket,Family Pack Ticket,Y,N,G-TYPE,37,_DU_,GRP,,483,KMYERS,5/22/2023 08:51:51:151853,N,,0,_F,,,556
_F0,,,,,N,N,G-TYPE,64,_DU0,,,510,tm46,7/2/2007 14:37:43:261,N,,0,_F0,,,557
_F1,FEVO 10% OFF,FEVO 10% OFF,FEVO 10% OFF,FEVO 10% OFF,Y,N,G-TYPE,65,_DU1,GRP,,511,KMYERS,7/7/2022 14:57:02:154757,N,,0,_F1,,,558
_F2,FEVO 20% OFF EB,FEVO 20% OFF EB,FEVO 20% OFF EB,FEVO 20% OFF EB,Y,N,G-TYPE,66,_DU2,GRP,,512,SPUCHTA,4/23/2025 14:04:44:328394,N,,0,_F2,,,559
_F3,FEVO 30% OFF,FEVO 30% OFF,FEVO 30% OFF,FEVO 30% OFF,Y,N,G-TYPE,67,_DU3,GRP,,513,KMYERS,2/11/2022 12:28:33:96,N,,0,_F3,,,560
_F4,FEVO 40% OFF,FEVO 40% OFF,FEVO 40% OFF,FEVO 40% OFF,Y,N,G-TYPE,68,_DU4,GRP,,514,KMYERS,4/11/2022 12:00:15:545,N,,0,_F4,,,561
_F5,Fevo All Access Pass,Fevo All Access Pass,Fevo All Access Pass,Fevo All Access Pass,Y,N,G-TYPE,69,_DU5,GRP,,515,KMYERS,12/1/2022 08:49:22:718913,N,,0,_F5,,,562
_F6,Fevo TRUE EB,,Fevo TRUE EB,,Y,N,G-TYPE,70,_DU6,GRP,,516,SPUCHTA,1/29/2025 09:49:31:796402,N,,0,_F6,,,563
_F7,Fevo TRUE Standard,,Fevo TRUE Standard,,Y,N,G-TYPE,71,_DU7,GRP,,517,SPUCHTA,1/29/2025 09:49:31:815646,N,,0,_F7,,,564
_F8,Fevo Early Bird Non-Internal,Fevo Early Bird Non-Internal,Fevo Early Bird Non-Internal,Fevo Early Bird Non-Internal,Y,N,G-TYPE,72,_DU8,FP,,518,SPUCHTA,3/3/2025 13:32:56:91125,N,,0,_F8,,,565
_F9,Fevo $20 Ticket,Fevo $20 Ticket,Fevo $20 Ticket,Fevo $20 Ticket,Y,N,G-TYPE,73,_DU9,GRP,,519,SPUCHTA,2/14/2025 17:40:06:536576,N,,0,_F9,,,566
_FA,Fevo Early Bird 2 Group,Fevo Early Bird 2 Group,Fevo Early Bird 2 Group,Fevo Early Bird 2 Group,Y,N,G-TYPE,38,_DUA,GRP,,484,SPUCHTA,3/20/2025 10:55:13:889154,N,,0,_FA,,,567
_FB,Fevo Early Bird Group,Fevo Early Bird Group,Fevo Early Bird Group,Fevo Early Bird Group,Y,N,G-TYPE,39,_DUB,GRP,,485,SPUCHTA,3/3/2025 13:32:56:92527,N,,0,_FB,,,568
_FC,Fevo TRUE EB 2,Fevo TRUE EB 2,Fevo TRUE EB 2,Fevo TRUE EB 2,Y,N,G-TYPE,40,_DUC,GRP,,486,SPUCHTA,5/13/2025 08:11:31:322136,N,,0,_FC,,,569
_FD,Fevo Tax 30% Discount,Fevo Tax 30% Discount,Fevo Tax 30% Discount,Fevo Tax 30% Discount,N,N,G-TYPE,41,_DUD,GRP,,487,SPUCHTA,5/13/2025 08:11:31:379286,N,,0,_FD,,,570
_FE,Fevo Tax 40% Discount,Fevo Tax 40% Discount,Fevo Tax 40% Discount,Fevo Tax 40% Discount,N,N,G-TYPE,42,_DUE,GRP,,488,SPUCHTA,5/13/2025 08:11:31:430635,N,,0,_FE,,,571
_FF,Fevo Tax 50% Discount,Fevo Tax 50% Discount,Fevo Tax 50% Discount,Fevo Tax 50% Discount,N,N,G-TYPE,43,_DUF,GRP,,489,SPUCHTA,5/13/2025 08:11:31:467524,N,,0,_FF,,,572
_FG,Fevo Tax ULAX Discount,Fevo Tax ULAX Discount,Fevo Tax ULAX Discount,Fevo Tax ULAX Discount,Y,N,G-TYPE,44,_DUG,GRP,,490,AKRALL,5/10/2022 07:19:58:511709,N,,0,_FG,,,573
_FH,Fevo $15 Special Offer,Fevo $15 Special Offer,Fevo $15 Special Offer,Fevo $15 Special Offer,Y,N,G-TYPE,45,_DUH,GRP,,491,KMYERS,5/10/2022 10:24:16:601187,N,,0,_FH,,,574
_FI,Fevo - 30% Prem to Standard,Fevo - 30% Prem to Standard,Fevo - 30% Prem to Standard,Fevo - 30% Prem to Standard,Y,N,G-TYPE,46,_DUI,GRP,,492,KMYERS,5/24/2022 13:24:00:412903,N,,0,_FI,,,575
_FJ,Fevo - Standing Room Only,Fevo - Standing Room Only,Fevo - Standing Room Only,Fevo - Standing Room Only,Y,N,G-TYPE,47,_DUJ,GRP,,493,KMYERS,7/18/2022 07:01:16:932389,N,,0,_FJ,,,576
_FK,Fevo Group Price,Fevo Group Price,Fevo Group Price,Fevo Group Price,Y,N,G-TYPE,48,_DUK,GRP,,494,KMYERS,12/5/2022 11:04:16:257555,N,,0,_FK,,,577
_FL,FEVO Weekend Pass,FEVO Weekend Pass,FEVO Weekend Pass,FEVO Weekend Pass,Y,N,G-TYPE,49,_DUL,GRP,,495,KMYERS,6/20/2023 15:34:56:649387,N,,0,_FL,,,578
_FM,Fevo Mothers Day EB,Fevo Mothers Day EB,Fevo Mothers Day EB,Fevo Mothers Day EB,Y,N,G-TYPE,50,_DUM,FP,,496,SPUCHTA,4/23/2025 09:05:48:969648,N,,0,_FM,,,579
_FN,Fevo Mothers Day Std,Fevo Mothers Day Std,Fevo Mothers Day Std,Fevo Mothers Day Std,Y,N,G-TYPE,51,_DUN,FP,,497,SPUCHTA,4/23/2025 09:05:48:980626,N,,0,_FN,,,580
_FO,,,,,N,N,G-TYPE,52,_DUO,,,498,tm46,7/2/2007 14:37:43:261,N,,0,_FO,,,581
_FP,Fevo All-Access Pass STD,Fevo All-Access Pass STD,Fevo All-Access Pass STD,Fevo All-Access Pass STD,Y,N,G-TYPE,53,_DUP,GRP,,499,SPUCHTA,1/11/2025 06:48:37:619188,N,,0,_FP,,,582
_FQ,,,,,N,N,G-TYPE,54,_DUQ,,,500,tm46,7/2/2007 14:37:43:261,N,,0,_FQ,,,583
_FR,First Responders Ticket,First Responders Ticket,First Responders Ticket,First Responders Ticket,Y,N,G-TYPE,55,_DUR,FP,,501,KMYERS,7/20/2022 09:26:41:580199,N,,0,_FR,,,584
_FS,Fevo Suite Deposit,Fevo Suite Deposit,Fevo Suite Deposit,Fevo Suite Deposit,Y,N,G-TYPE,56,_DUS,FP,,502,JERED,3/30/2021 07:47:33:49,N,,0,_FS,,,585
_FT,Fathers Day Special,Fathers Day Special,Fathers Day Special,Fathers Day Special,Y,N,G-TYPE,57,_DUT,FP,,503,KMYERS,6/8/2023 11:48:24:166922,N,,0,_FT,,,586
_FU,Fevo Upgrade Special,Fevo Upgrade Special,Fevo Upgrade Special,Fevo Upgrade Special,Y,N,G-TYPE,58,_DUU,GRP,,504,SPUCHTA,2/10/2025 12:20:12:866105,N,,0,_FU,,,587
_FV,Fevo Standard Group,Fevo Standard Group,Fevo Standard Group,Fevo Standard Group,Y,N,G-TYPE,59,_DUV,GRP,,505,SPUCHTA,3/11/2025 12:40:57:315065,N,,0,_FV,,,588
_FW,Fevo Updated,Fevo Updated,Fevo Updated,Fevo Updated,Y,N,G-TYPE,60,_DUW,GRP,,506,KMYERS,5/15/2024 06:42:38:506197,N,,0,_FW,,,589
_FX,Fevo KID,Fevo KID,Fevo KID,Fevo KID,Y,N,G-TYPE,61,_DUX,GRP,,507,KMYERS,7/11/2024 11:47:02:190935,N,,0,_FX,,,590
_FY,Fevo Kid 2,Fevo Kid 2,Fevo Kid 2,Fevo Kid 2,Y,N,G-TYPE,62,_DUY,GRP,,508,KMYERS,8/21/2024 06:03:29:035849,N,,0,_FY,,,591
_FZ,Field Seat - Special,Field Seat - Special,Field Seat - Special,Field Seat - Special,Y,N,G-TYPE,63,_DUZ,FP,,509,KMYERS,6/14/2022 12:27:49:236456,N,,0,_FZ,,,592
_G,Group Full Price,Group Full Price,Group Full Price,Group Full Price,Y,N,G-TYPE,0,_AW_,GRP,,75,SPUCHTA,3/21/2025 09:40:49:262478,N,,0,_G,,,593
_G0,FLG Group Discount,FLG Group Discount,FLG Group Discount,FLG Group Discount,Y,N,G-TYPE,27,_AW0,GRP,,102,JERED,4/22/2021 06:35:41:498,N,,0,_G0,,,594
_G1,Friends & Family Discount,Friends & Family Discount,Friends & Family Discount,Friends & Family Discount,Y,N,G-TYPE,28,_AW1,GRP,,103,DPASSOVO,12/29/2020 11:30:17:353,N,,0,_G1,,,595
_G2,Group Ticket - 20% Discount,Group Ticket - 20% Discount,Group Ticket - 20% Discount,Group Ticket - 20% Discount,Y,N,G-TYPE,29,_AW2,GRP,,104,JERED,5/5/2021 10:09:56:839,N,,0,_G2,,,596
_G3,Group Ticket - 30% Discount,Group Ticket - 30% Discount,Group Ticket - 30% Discount,Group Ticket - 30% Discount,Y,N,G-TYPE,30,_AW3,GRP,,105,JERED,3/22/2021 13:37:52:193,N,,0,_G3,,,597
_G4,Group Ticket - 40% Discount,Group Ticket - 40% Discount,Group Ticket - 40% Discount,Group Ticket - 40% Discount,Y,N,G-TYPE,31,_AW4,GRP,,106,JERED,3/22/2021 13:37:52:222,N,,0,_G4,,,598
_G5,Group Ticket - 50% Discount,Group Ticket - 50% Discount,Group Ticket - 50% Discount,Group Ticket - 50% Discount,Y,N,G-TYPE,32,_AW5,GRP,,107,KMYERS,2/19/2022 16:55:23:632,N,,0,_G5,,,599
_G6,Group Ticket - 10% Discount,Group Ticket - 10% Discount,Group Ticket - 10% Discount,Group Ticket - 10% Discount,Y,N,G-TYPE,33,_AW6,GRP,,108,KMYERS,6/22/2023 09:43:41:015101,N,,0,_G6,,,600
_G7,Group Limited View,Group Limited View,Group Limited View,Group Limited View,Y,N,G-TYPE,34,_AW7,GRP,,109,KMYERS,8/6/2024 11:59:33:93074,N,,0,_G7,,,601
_G8,Group Suite Std,Group Suite Std,Group Suite Std,Group Suite Std,Y,N,G-TYPE,35,_AW8,ST,,110,SPUCHTA,3/10/2025 08:48:00:776354,N,,0,_G8,,,602
_G9,Group Early Bird CPKC,Group Early Bird CPKC,Group Early Bird CPKC,Group Early Bird CPKC,Y,N,G-TYPE,36,_AW9,GRP,,111,SPUCHTA,3/20/2025 08:44:17:452891,N,,0,_G9,,,603
_GA,Group Bethesda Bulk,Group Bethesda Bulk,Group Bethesda Bulk,Group Bethesda Bulk,Y,N,G-TYPE,1,_AWA,GRP,,76,KMYERS,9/11/2022 12:19:46:635376,N,,0,_GA,,,604
_GB,Group Bethesda Lacrosse Ticket,Group Bethesda Lacrosse Ticket,Group Bethesda Lacrosse Ticket,Group Bethesda Lacrosse Ticket,Y,N,G-TYPE,2,_AWB,GRP,,77,KMYERS,3/25/2022 11:47:55:201,N,,0,_GB,,,605
_GC,Group - Family Pack,Group - Family Pack,Group - Family Pack,Group - Family Pack,Y,N,G-TYPE,3,_AWC,GRP,,78,KMYERS,6/1/2022 08:44:13:359154,N,,0,_GC,,,606
_GD,Group Deposit,Group Deposit,Group Deposit,Group Deposit,Y,N,G-TYPE,4,_AWD,FP,,79,JERED,4/30/2021 07:50:10:447,N,,0,_GD,,,607
_GE,General Admission,General Admissoin,General Admission,General Admissoin,Y,N,G-TYPE,5,_AWE,GRP,,80,KMYERS,3/30/2022 08:18:22:494,N,,0,_GE,,,608
_GF,General Admission Comp,General Admission Comp,General Admission Comp,General Admission Comp,Y,N,G-TYPE,6,_AWF,GRP,,81,KMYERS,5/13/2022 11:36:20:200316,N,,0,_GF,,,609
_GG,Group Updated 20%,Group Updated 20%,Group Updated 20%,Group Updated 20%,Y,N,G-TYPE,7,_AWG,GRP,,82,KMYERS,3/25/2022 11:46:49:794,N,,0,_GG,,,610
_GH,Group Updated 30%,Group Updated 30%,Group Updated 30%,Group Updated 30%,Y,N,G-TYPE,8,_AWH,GRP,,83,KMYERS,3/25/2022 11:46:49:81,N,,0,_GH,,,611
_GI,Group Updated Group 40%,roup Updated Group 40%,roup Updated Group 40%,roup Updated Group 40%,Y,N,G-TYPE,9,_AWI,GRP,,84,KMYERS,3/25/2022 11:46:49:826,N,,0,_GI,,,612
_GJ,Group Early Bird 2,Group Early Bird 2,Group Early Bird 2,Group Early Bird 2,Y,N,G-TYPE,10,_AWJ,GRP,,85,SPUCHTA,3/20/2025 10:56:50:353769,N,,0,_GJ,,,613
_GK,Group Std CPKC,Group Std CPKC,Group Std CPKC,Group Std CPKC,Y,N,G-TYPE,11,_AWK,GRP,,86,SPUCHTA,3/20/2025 08:47:59:117203,N,,0,_GK,,,614
_GL,Group Early Bird,Group Early Bird,Group Early Bird,Group Early Bird,Y,N,G-TYPE,12,_AWL,GRP,,87,SPUCHTA,12/3/2024 11:33:54:010562,N,,0,_GL,,,615
_GM,Group MADLAX  Ticket,Group MADLAX  Ticket,Group MADLAX  Ticket,Group MADLAX  Ticket,Y,N,G-TYPE,13,_AWM,GRP,,88,KMYERS,3/25/2022 11:47:55:217,N,,0,_GM,,,616
_GN,Group Std,Group Std,Group Std,Group Std,Y,N,G-TYPE,14,_AWN,GRP,,89,SPUCHTA,1/27/2025 07:47:16:649894,N,,0,_GN,,,617
_GO,Group Ticket 2,Group Ticket 2,Group Ticket 2,Group Ticket 2,Y,N,G-TYPE,15,_AWO,GRP,,90,KMYERS,1/11/2024 13:05:21:102606,N,,0,_GO,,,618
_GP,Group Ticket 3,Group Ticket 3,Group Ticket 3,Group Ticket 3,Y,N,G-TYPE,16,_AWP,GRP,,91,KMYERS,8/21/2024 05:49:36:248287,N,,0,_GP,,,619
_GQ,Group Ticket 4,Group Ticket 4,Group Ticket 4,Group Ticket 4,Y,N,G-TYPE,17,_AWQ,GRP,,92,KMYERS,8/21/2024 05:49:36:268829,N,,0,_GQ,,,620
_GR,Group Refunded,Partial Group Refund,Group Refunded,Partial Group Refund,Y,N,G-TYPE,18,_AWR,GRP,,93,ECHALLMA,8/3/2021 14:37:28:168,N,,0,_GR,,,621
_GS,Group Threestep 20%,Group Threestep 20%,Group Threestep 20%,Group Threestep 20%,Y,N,G-TYPE,19,_AWS,GRP,,94,AKRALL,12/10/2024 17:30:51:329662,N,,0,_GS,,,622
_GT,$20 Group Ticket Offer,$20 Group Ticket Offer,$20 Group Ticket Offer,$20 Group Ticket Offer,Y,N,G-TYPE,20,_AWT,GRP,,95,JERED,6/18/2021 05:51:12:816,N,,0,_GT,,,623
_GU,$25 Group Ticket Offer,$25 Group Ticket Offer,$25 Group Ticket Offer,$25 Group Ticket Offer,Y,N,G-TYPE,21,_AWU,GRP,,96,JERED,7/13/2021 05:56:25:612,N,,0,_GU,,,624
_GV,$25 Group Ticket Bar Offer,$25 Group Ticket Bar Offer,$25 Group Ticket Bar Offer,$25 Group Ticket Bar Offer,Y,N,G-TYPE,22,_AWV,GRP,,97,JERED,7/13/2021 12:16:37:492,N,,0,_GV,,,625
_GW,,,,,N,N,G-TYPE,23,_AWW,,,98,tm46,7/2/2007 14:37:43:167,N,,0,_GW,,,626
_GX,Group Exception,Group Exception,Group Exception,Group Exception,Y,N,G-TYPE,24,_AWX,GRP,,99,SPUCHTA,4/25/2025 10:43:35:251078,N,,0,_GX,,,627
_GY,,,,,N,N,G-TYPE,25,_AWY,,,100,tm46,7/2/2007 14:37:43:167,N,,0,_GY,,,628
_GZ,,,,,N,N,G-TYPE,26,_AWZ,,,101,tm46,7/2/2007 14:37:43:167,N,,0,_GZ,,,629
_H,,,,,N,N,K-TYPE,37,_DU_,FP,,520,SPUCHTA,4/23/2025 07:34:53:726886,N,,0,_H,,,630
_H0,Homecoming Pass Deposit,Homecoming Pass Deposit,Homecoming Pass Deposit,Homecoming Pass Deposit,Y,N,K-TYPE,64,_DU0,FP,,547,KMYERS,12/5/2023 10:34:53:704687,N,,0,_H0,,,631
_H1,GROUP Homecoming Pass,GROUP Homecoming Pass,GROUP Homecoming Pass,GROUP Homecoming Pass,Y,N,K-TYPE,65,_DU1,GRP,,548,KMYERS,1/25/2024 10:44:27:636499,N,,0,_H1,,,632
_H2,INDIVIDUAL Homecoming Pass,Homecoming Pass,INDIVIDUAL Homecoming Pass,Homecoming Pass,Y,N,K-TYPE,66,_DU2,PK,,549,SPUCHTA,2/4/2025 13:43:20:893376,N,,0,_H2,,,633
_H3,FEVO Homecoming Pass,FEVO Homecoming Pass,FEVO Homecoming Pass,FEVO Homecoming Pass,Y,N,K-TYPE,67,_DU3,GRP,,550,KMYERS,1/25/2024 10:46:34:946733,N,,0,_H3,,,634
_H4,Supporter Homecoming Pass,Supporter Homecoming Pass,Supporter Homecoming Pass,Supporter Homecoming Pass,Y,N,K-TYPE,68,_DU4,FP,,551,KMYERS,2/29/2024 15:25:25:972376,N,,0,_H4,,,635
_H5,Group 2 Homecoming Pass,Group 2 Homecoming Pass,Group 2 Homecoming Pass,Group 2 Homecoming Pass,Y,N,K-TYPE,69,_DU5,GRP,,552,KMYERS,3/11/2024 10:56:57:405967,N,,0,_H5,,,636
_H6,Player F&F Homecoming Pass,Player F&F Homecoming Pass,Player F&F Homecoming Pass,Player F&F Homecoming Pass,Y,N,K-TYPE,70,_DU6,FP,,553,AKRALL,3/22/2024 07:01:55:179326,N,,0,_H6,,,637
_H7,Individual 2 Homecoming Pass,Individual 2 Homecoming Pass,Individual 2 Homecoming Pass,Individual 2 Homecoming Pass,Y,N,K-TYPE,71,_DU7,FP,,554,KMYERS,4/30/2024 07:07:31:882523,N,,0,_H7,,,638
_H8,Group 3 Homecoming Pass,Group 3 Homecoming Pass,Group 3 Homecoming Pass,Group 3 Homecoming Pass,Y,N,K-TYPE,72,_DU8,GRP,,555,KMYERS,6/14/2024 12:15:42:717729,N,,0,_H8,,,639
_H9,Supporter 2024 Homecoming Pass,Supporter 2024 Homecoming Pass,Supporter 2024 Homecoming Pass,Supporter 2024 Homecoming Pass,Y,N,K-TYPE,73,_DU9,PK,,556,SPUCHTA,1/27/2025 09:01:46:609989,N,,0,_H9,,,640
_HA,HP Plus Membership,,HP Plus Membership,,N,N,K-TYPE,38,_DUA,EXP,,521,SPUCHTA,1/16/2025 12:54:13:376789,N,,0,_HA,,,641
_HB,HP Premium Membership,,HP Premium Membership,,N,N,K-TYPE,39,_DUB,EXP,,522,SPUCHTA,1/16/2025 12:54:13:424199,N,,0,_HB,,,642
_HC,Starter Pass,Starter Pass,Starter Pass,Starter Pass,Y,N,K-TYPE,40,_DUC,PK,,523,SPUCHTA,5/6/2025 08:42:59:491067,N,,0,_HC,,,643
_HD,,,,,N,N,K-TYPE,41,_DUD,,,524,tm46,7/2/2007 14:37:43:277,N,,0,_HD,,,644
_HE,,,,,N,N,K-TYPE,42,_DUE,,,525,tm46,7/2/2007 14:37:43:277,N,,0,_HE,,,645
_HF,,,,,N,N,K-TYPE,43,_DUF,,,526,tm46,7/2/2007 14:37:43:277,N,,0,_HF,,,646
_HG,,,,,N,N,K-TYPE,44,_DUG,,,527,tm46,7/2/2007 14:37:43:277,N,,0,_HG,,,647
_HH,,,,,N,N,K-TYPE,45,_DUH,,,528,tm46,7/2/2007 14:37:43:277,N,,0,_HH,,,648
_HI,,,,,N,N,K-TYPE,46,_DUI,,,529,tm46,7/2/2007 14:37:43:277,N,,0,_HI,,,649
_HJ,,,,,N,N,K-TYPE,47,_DUJ,,,530,tm46,7/2/2007 14:37:43:277,N,,0,_HJ,,,650
_HK,,,,,N,N,K-TYPE,48,_DUK,,,531,tm46,7/2/2007 14:37:43:277,N,,0,_HK,,,651
_HL,,,,,N,N,K-TYPE,49,_DUL,,,532,tm46,7/2/2007 14:37:43:277,N,,0,_HL,,,652
_HM,,,,,N,N,K-TYPE,50,_DUM,,,533,tm46,7/2/2007 14:37:43:277,N,,0,_HM,,,653
_HN,Homecoming Pass New 2024 Buyer,Homecoming Pass New 2024 Buyer,Homecoming Pass Renew,Homecoming Pass Renew,Y,N,K-TYPE,51,_DUN,HPG,,534,SPUCHTA,5/5/2025 09:26:40:506158,N,,0,_HN,,,654
_HO,,,,,N,N,K-TYPE,52,_DUO,,,535,tm46,7/2/2007 14:37:43:277,N,,0,_HO,,,655
_HP,,,,,N,N,K-TYPE,53,_DUP,,,536,tm46,7/2/2007 14:37:43:277,N,,0,_HP,,,656
_HQ,Homecoming Pass Renewal 2024,,Homecoming Pass Renewal 2024,,Y,N,K-TYPE,54,_DUQ,HPG,,537,SPUCHTA,5/5/2025 07:46:21:954225,N,,0,_HQ,,,657
_HR,Homecoming Pass Renewal,Homecoming Pass Renewal,Homecoming Pass Renewal,Homecoming Pass Renewal,Y,N,K-TYPE,55,_DUR,HPG,,538,SPUCHTA,5/5/2025 07:46:21:959336,N,,0,_HR,,,658
_HS,,,,,N,N,K-TYPE,56,_DUS,,,539,tm46,7/2/2007 14:37:43:277,N,,0,_HS,,,659
_HT,,,,,N,N,K-TYPE,57,_DUT,,,540,tm46,7/2/2007 14:37:43:277,N,,0,_HT,,,660
_HU,,,,,N,N,K-TYPE,58,_DUU,,,541,tm46,7/2/2007 14:37:43:277,N,,0,_HU,,,661
_HV,Homecoming Pass VIP,Homecoming Pass VIP,Homecoming Pass VIP,Homecoming Pass VIP,Y,N,K-TYPE,59,_DUV,PK,,542,SPUCHTA,12/17/2024 08:11:08:100637,N,,0,_HV,,,662
_HW,Homecoming Pass PLUS,Homecoming Pass PLUS,Homecoming Pass PLUS,Homecoming Pass PLUS,Y,N,K-TYPE,60,_DUW,PK,,543,SPUCHTA,1/15/2025 13:44:00:544418,N,,0,_HW,,,663
_HX,Homecoming Pass PLUS Original,Only for SMP,Homecoming Pass PLUS Original,Only for SMP,Y,N,K-TYPE,61,_DUX,PK,,544,SPUCHTA,2/12/2025 13:07:00:384133,N,,0,_HX,,,664
_HY,Homecoming Pass VIP Renewal,Homecoming Pass VIP Renewal,Homecoming Pass VIP Renewal,Homecoming Pass VIP Renewal,Y,N,K-TYPE,62,_DUY,HPG,,545,SPUCHTA,5/9/2025 11:07:15:73587,N,,0,_HY,,,665
_HZ,Homecoming Pass PLUS Renewal,Homecoming Pass PLUS Renewal,Homecoming Pass PLUS Renewal,Homecoming Pass PLUS Renewal,Y,N,K-TYPE,63,_DUZ,HPG,,546,SPUCHTA,5/9/2025 11:07:15:753075,N,,0,_HZ,,,666
_I,Individual Day Ticket,Individual Day Ticket,Individual Day Ticket,Individual Day Ticket,Y,N,L-TYPE,37,_DU_,FP,,557,JERED,3/22/2021 13:33:30:806,N,,0,_I,,,667
_I0,,,,,N,N,L-TYPE,64,_DU0,,,584,tm46,7/2/2007 14:37:43:277,N,,0,_I0,,,668
_I1,Individual Day Ticket Reprice,Individual Day Ticket Reprice #1,Individual Day Ticket 1,Individual Day Ticket 1,Y,N,L-TYPE,65,_DU1,FP,,585,JERED,5/11/2021 13:57:50:683,N,,0,_I1,,,669
_I2,,,,,N,N,L-TYPE,66,_DU2,,,586,tm46,7/2/2007 14:37:43:277,N,,0,_I2,,,670
_I3,,,,,N,N,L-TYPE,67,_DU3,,,587,tm46,7/2/2007 14:37:43:277,N,,0,_I3,,,671
_I4,,,,,N,N,L-TYPE,68,_DU4,,,588,tm46,7/2/2007 14:37:43:292,N,,0,_I4,,,672
_I5,,,,,N,N,L-TYPE,69,_DU5,,,589,tm46,7/2/2007 14:37:43:292,N,,0,_I5,,,673
_I6,,,,,N,N,L-TYPE,70,_DU6,,,590,tm46,7/2/2007 14:37:43:292,N,,0,_I6,,,674
_I7,,,,,N,N,L-TYPE,71,_DU7,,,591,tm46,7/2/2007 14:37:43:292,N,,0,_I7,,,675
_I8,,,,,N,N,L-TYPE,72,_DU8,,,592,tm46,7/2/2007 14:37:43:292,N,,0,_I8,,,676
_I9,,,,,N,N,L-TYPE,73,_DU9,,,593,tm46,7/2/2007 14:37:43:292,N,,0,_I9,,,677
_IA,,,,,N,N,L-TYPE,38,_DUA,,,558,tm46,7/2/2007 14:37:43:277,N,,0,_IA,,,678
_IB,,,,,N,N,L-TYPE,39,_DUB,,,559,tm46,7/2/2007 14:37:43:277,N,,0,_IB,,,679
_IC,Individual Day of Game 2,Individual Day of Game 2,Individual Day of Game 2,Individual Day of Game 2,Y,N,L-TYPE,40,_DUC,FP,,560,SPUCHTA,2/15/2025 10:39:50:019321,N,,0,_IC,,,680
_ID,Individual Ticket Day of Game,Individual Ticket Day of Game,Individual Ticket Day of Game,Individual Ticket Day of Game,Y,N,L-TYPE,41,_DUD,FP,,561,JERED,7/2/2021 09:01:54:872,N,,0,_ID,,,681
_IE,Individual Ticket EB,Individual Ticket Early Bird Pricing,Individual Ticket EB,Individual Ticket Early Bird Pricing,Y,N,L-TYPE,42,_DUE,FP,,562,SPUCHTA,12/3/2024 08:45:59:210083,N,,0,_IE,,,682
_IF,Individual Ticket EB 2,Individual Ticket EB 2 for Pricing Mistake,Individual Ticket EB 2,Individual Ticket EB 2 for Pricing Mistake,Y,N,L-TYPE,43,_DUF,FP,,563,SPUCHTA,3/14/2025 11:43:34:081902,N,,0,_IF,,,683
